name,M,A,R1,R2,R3,E_gap
C58H24F10N4O4Ti,TiOP,rot-EthynPhEPhA,FPh,EthynPhM,FPh,3.831340959047793
C89H65N9O7STi,TiOP,rot-EthynBTDPhA,MOTPA,DTA,MOTPA,2.7789161622542906
C63H41N5O3Ti,TiOP,rot-EthynPhEPhA,Ph,DTA,Ph,3.47384121254197
C95H61N7O3Ti,TiOP,rot-EthynDPhEPhA,TPA,TPA,TPA,3.1330381346301692
C63H36N4O3Ti,TiOP,rot-EthynTPhEPhA,Ph,Ph,Ph,3.5782627028124807
C69H45N5O5Ti,TiOP,rot-EthynPhEPhA,Ph,MOTPA,Ph,3.40162920812179
C87H75N5O3Ti,TiOP,rot-EthynDPhEPhA,DTBP,TPA,DTBP,3.395926107276864
C63H48N4O11Ti,TiOP,rot-EthynPhEPhA,TMP,DMP,TMP,3.620589461335612
C55H17F15N4O3Ti,TiOP,rot-EthynPhEPhA,FPh,FPh,FPh,4.019087194296617
C75H52N6O3Ti,TiOP,rot-EthynDPhEPhA,DTA,Ph,DTA,3.1843217230856453
C95H69N9O9STi,TiOP,rot-EthynBTDPhA,MOTPA,MOTPA,MOTPA,2.7928654488055145
C84H62N8O10STi,TiOP,rot-EthynBTDPhA,MOTPA,TMP,MOTPA,2.939523612079256
C64H46N4O10Ti,TiOP,rot-EthynPhEPhA,TMP,EthynPhM,TMP,3.56236814489921
C79H80N4O3Ti,TiOP,rot-EthynPhEPhA,DTBP,DTBP,DTBP,3.877088371697937
C69H60N4O9Ti,TiOP,rot-EthynPhEPhA,TMP,DTBP,TMP,3.6323105115121734
C72H42F5N7O3STi,TiOP,rot-EthenThPCyanoAcryl,TPA,FPh,TPA,3.2160352163472226
C86H54N6O4Ti,TiOP,rot-EthynDPhEPhA,TPA,EthynPhM,TPA,3.2198192052824197
C83H52N6O3Ti,TiOP,rot-EthynDPhEPhA,TPA,Ph,TPA,3.2670723904811894
C89H79N5O5Ti,TiOP,rot-EthynDPhEPhA,DTBP,MOTPA,DTBP,3.2765209321964903
C71H59F5N4O3Ti,TiOP,rot-EthynPhEPhA,DTBP,FPh,DTBP,3.9076999422478593
C85H56N6O5Ti,TiOP,rot-EthynDPhEPhA,TPA,DMP,TPA,3.2714594867262576
C63H38F10N4O3Ti,TiOP,rot-EthynPhEPhA,FPh,DTBP,FPh,3.9642561295420364
C87H66N6O3Ti,TiOP,rot-EthynPhEPhA,TPA,DTBP,TPA,3.6337656502676055
C74H70N4O6Ti,TiOP,rot-EthynPhEPhA,DTBP,TMP,DTBP,3.698387312908153
C73H53N5O9Ti,TiOP,rot-EthynPhEPhA,DMP,MOTPA,DMP,3.3895375435753294
C65H40N4O5Ti,TiOP,rot-EthynTPhEPhA,Ph,DMP,Ph,3.470519716080048
C74H66N4O4Ti,TiOP,rot-EthynPhEPhA,DTBP,EthynPhM,DTBP,3.730949554785184
C66H42N4O6Ti,TiOP,rot-EthynTPhEPhA,Ph,TMP,Ph,3.3891703563981537
C73H68N4O5Ti,TiOP,rot-EthynPhEPhA,DTBP,DMP,DTBP,3.8016530665931896
C58H28F10N4O6Ti,TiOP,rot-EthynPhEPhA,FPh,TMP,FPh,3.733195845546902
C77H56N6O5Ti,TiOP,rot-EthynDPhEPhA,DTA,DMP,DTA,3.1607341961617976
C91H68N6O3Ti,TiOP,rot-EthynDPhEPhA,TPA,DTBP,TPA,3.308787522271359
C75H47F5N6O3Ti,TiOP,rot-EthynDPhEPhA,DTA,FPh,DTA,3.1384235143323167
C86H58N6O6Ti,TiOP,rot-EthynDPhEPhA,TPA,TMP,TPA,3.261692051065893
C79H50N6O3Ti,TiOP,rot-EthynPhEPhA,TPA,Ph,TPA,3.416993556290322
C83H75N5O3Ti,TiOP,rot-EthynDPhEPhA,DTBP,DTA,DTBP,3.3691185392190164
C83H61N7O3Ti,TiOP,rot-EthynDPhEPhA,DTA,DTA,DTA,2.9823065329634346
C63H26F10N4O3Ti,TiOP,rot-EthynTPhEPhA,FPh,Ph,FPh,3.590342637106687
C89H64N6O9Ti,TiOP,rot-EthynDPhEPhA,MOTPA,DMP,MOTPA,2.9888033218096552
C67H31F10N5O3Ti,TiOP,rot-EthynPhEPhA,FPh,TPA,FPh,3.5229775535373165
C63H31F10N5O3Ti,TiOP,rot-EthynPhEPhA,FPh,DTA,FPh,3.514755318949142
C72H50N4O10Ti,TiOP,rot-EthynTPhEPhA,TMP,EthynPhM,TMP,3.2589832478247445
C69H53N5O9Ti,TiOP,rot-EthynPhEPhA,TMP,DTA,TMP,3.474675634620212
C79H73N5O3Ti,TiOP,rot-EthynPhEPhA,DTBP,DTA,DTBP,3.5286396668241196
C63H21F15N4O3Ti,TiOP,rot-EthynTPhEPhA,FPh,FPh,FPh,3.5745455052006037
C78H54N6O4Ti,TiOP,rot-EthynDPhEPhA,DTA,EthynPhM,DTA,3.122066944018229
C84H56N8O3STi,TiOP,rot-EthenThPCyanoAcryl,TPA,TPA,TPA,3.066865224513549
C66H28F10N4O4Ti,TiOP,rot-EthynTPhEPhA,FPh,EthynPhM,FPh,3.4422438473694683
C79H68N4O3Ti,TiOP,rot-EthynTPhEPhA,DTBP,Ph,DTBP,3.499130985820443
C82H52N6O4Ti,TiOP,rot-EthynPhEPhA,TPA,EthynPhM,TPA,3.3349409826685132
C83H73N5O3Ti,TiOP,rot-EthynPhEPhA,DTBP,TPA,DTBP,3.516275905924658
C76H55N7O7STi,TiOP,rot-EthenThPCyanoAcryl,MOTPA,Ph,MOTPA,2.874009505248523
C75H45N5O3Ti,TiOP,rot-EthynTPhEPhA,Ph,TPA,Ph,3.2245326217334878
C54H41N5O9STi,TiOP,rot-EthenThPCyanoAcryl,TMP,Ph,TMP,3.736825813807968
C73H53N5O9Ti,TiOP,rot-EthynPhEPhA,TMP,TPA,TMP,3.522324530910282
C83H68N6O3Ti,TiOP,rot-EthynDPhEPhA,DTA,DTBP,DTA,3.163406594981552
C79H45F5N6O3Ti,TiOP,rot-EthynPhEPhA,TPA,FPh,TPA,3.3602123074980454
C65H30F10N4O5Ti,TiOP,rot-EthynTPhEPhA,FPh,DMP,FPh,3.457517489792508
C69H35F10N5O5Ti,TiOP,rot-EthynPhEPhA,FPh,MOTPA,FPh,3.3448362393431808
C71H42F10N4O3Ti,TiOP,rot-EthynTPhEPhA,FPh,DTBP,FPh,3.532482118765529
C55H24F10N6O5STi,TiOP,rot-EthynBTDPhA,FPh,DMP,FPh,3.7833927244447523
C82H70N4O4Ti,TiOP,rot-EthynTPhEPhA,DTBP,EthynPhM,DTBP,3.366968691072316
C79H63F5N4O3Ti,TiOP,rot-EthynTPhEPhA,DTBP,FPh,DTBP,3.4917453278002313
C78H58N6O6Ti,TiOP,rot-EthynDPhEPhA,DTA,TMP,DTA,3.159412621595038
C77H49N5O5Ti,TiOP,rot-EthynTPhEPhA,Ph,MOTPA,Ph,3.113170145030267
C48H28N4O5Ti,TiOP,rot-EthynPhDA,Ph,Ph,Ph,4.392552101486558
C90H66N6O10Ti,TiOP,rot-EthynDPhEPhA,MOTPA,TMP,MOTPA,2.9965946078307297
C75H57N5O11Ti,TiOP,rot-EthynPhEPhA,TMP,MOTPA,TMP,3.3734418197900595
C90H62N6O8Ti,TiOP,rot-EthynDPhEPhA,MOTPA,EthynPhM,MOTPA,2.877132089033921
C54H36F5N5O9STi,TiOP,rot-EthenThPCyanoAcryl,TMP,FPh,TMP,3.7101729421158325
C56H45N5O11STi,TiOP,rot-EthenThPCyanoAcryl,TMP,DMP,TMP,3.677069581263595
C91H61N7O3Ti,TiOP,rot-EthynDPhEPhA,TPA,DTA,TPA,3.050212145649084
C57H47N5O12STi,TiOP,rot-EthenThPCyanoAcryl,TMP,TMP,TMP,3.6654335189502945
C48H23F5N4O5Ti,TiOP,rot-EthynPhDA,Ph,FPh,Ph,4.400211259606863
C66H32F10N4O6Ti,TiOP,rot-EthynTPhEPhA,FPh,TMP,FPh,3.362321657996631
C87H84N4O3Ti,TiOP,rot-EthynTPhEPhA,DTBP,DTBP,DTBP,3.4774598895951385
C81H72N4O5Ti,TiOP,rot-EthynTPhEPhA,DTBP,DMP,DTBP,3.4255049801777204
C85H77N5O5Ti,TiOP,rot-EthynPhEPhA,DTBP,MOTPA,DTBP,3.389577864596731
C72H54N4O12Ti,TiOP,rot-EthynTPhEPhA,TMP,TMP,TMP,3.2605069424262183
C67H44N4O7Ti,TiOP,rot-EthynTPhEPhA,DMP,Ph,DMP,3.455877589350621
C82H74N4O6Ti,TiOP,rot-EthynTPhEPhA,DTBP,TMP,DTBP,3.34395253596972
C63H31F5N4O3Ti,TiOP,rot-EthynTPhEPhA,Ph,FPh,Ph,3.572046074508876
C99H69N7O7Ti,TiOP,rot-EthynDPhEPhA,MOTPA,TPA,MOTPA,2.901949708996426
C50H32N4O7Ti,TiOP,rot-EthynPhDA,Ph,DMP,Ph,4.194621910617002
C51H30N4O6Ti,TiOP,rot-EthynPhDA,Ph,EthynPhM,Ph,4.125031494022437
C95H76N6O7Ti,TiOP,rot-EthynDPhEPhA,MOTPA,DTBP,MOTPA,2.960258068874282
C67H50N4O11Ti,TiOP,rot-EthynDPhEPhA,TMP,DMP,TMP,3.5119708494108863
C66H38N4O4Ti,TiOP,rot-EthynTPhEPhA,Ph,EthynPhM,Ph,3.4456053263371587
C101H73N7O9Ti,TiOP,rot-EthynDPhEPhA,MOTPA,MOTPA,MOTPA,2.8346833515261096
C67H39F5N4O7Ti,TiOP,rot-EthynTPhEPhA,DMP,FPh,DMP,3.433562730235735
C71H52N4O3Ti,TiOP,rot-EthynTPhEPhA,Ph,DTBP,Ph,3.5127857200973267
C56H44N4O5Ti,TiOP,rot-EthynPhDA,Ph,DTBP,Ph,4.312527865727702
C87H60N6O7Ti,TiOP,rot-EthynDPhEPhA,MOTPA,Ph,MOTPA,2.953433287005055
C87H61N7O3Ti,TiOP,rot-EthynDPhEPhA,DTA,TPA,DTA,3.0465446147888997
C77H70N4O5Ti,TiOP,rot-EthynDPhEPhA,DTBP,DMP,DTBP,3.6691476546074
C52H36N4O9Ti,TiOP,rot-EthynPhDA,DMP,Ph,DMP,4.10690186256727
C73H54N6O5Ti,TiOP,rot-EthynPhEPhA,DTA,DMP,DTA,3.247728643946175
C64H50N4O12Ti,TiOP,rot-EthynPhEPhA,TMP,TMP,TMP,3.5608165887073255
C57H43N5O10STi,TiOP,rot-EthenThPCyanoAcryl,TMP,EthynPhM,TMP,3.6076780247999523
C67H56N4O7Ti,TiOP,rot-EthynPhEPhA,DMP,DTBP,DMP,3.788801593959988
C68H54N6O11STi,TiOP,rot-EthenThPCyanoAcryl,TMP,MOTPA,TMP,3.2590291193768053
C95H69N7O7Ti,TiOP,rot-EthynDPhEPhA,MOTPA,DTA,MOTPA,2.8198558044250603
C54H40N4O11Ti,TiOP,rot-EthynPhDA,DMP,DMP,DMP,4.016784825108061
C71H50N6O3Ti,TiOP,rot-EthynPhEPhA,DTA,Ph,DTA,3.261829273403123
C71H35F10N5O3Ti,TiOP,rot-EthynTPhEPhA,FPh,DTA,FPh,3.183137595770404
C75H35F10N5O3Ti,TiOP,rot-EthynTPhEPhA,FPh,TPA,FPh,3.1980910089610006
C75H60N4O7Ti,TiOP,rot-EthynTPhEPhA,DMP,DTBP,DMP,3.4284740543964745
C66H51N7O5STi,TiOP,rot-EthenThPCyanoAcryl,DTA,DMP,DTA,3.186330093188076
C81H54N6O5Ti,TiOP,rot-EthynPhEPhA,TPA,DMP,TPA,3.381629174582713
C79H66N6O3Ti,TiOP,rot-EthynPhEPhA,DTA,DTBP,DTA,3.274363192834926
C55H38N4O10Ti,TiOP,rot-EthynPhDA,DMP,EthynPhM,DMP,3.934621618727874
C89H65N7O5Ti,TiOP,rot-EthynDPhEPhA,DTA,MOTPA,DTA,2.917311083643881
C82H56N6O6Ti,TiOP,rot-EthynPhEPhA,TPA,TMP,TPA,3.3802458454076714
C71H45F5N6O3Ti,TiOP,rot-EthynPhEPhA,DTA,FPh,DTA,3.2140485790887396
C62H57N5O9STi,TiOP,rot-EthenThPCyanoAcryl,TMP,DTBP,TMP,3.7031436690358532
C87H77N5O3Ti,TiOP,rot-EthynTPhEPhA,DTBP,DTA,DTBP,3.210369832753031
C83H58N6O7Ti,TiOP,rot-EthynPhEPhA,MOTPA,Ph,MOTPA,3.0828408618036747
C55H42N4O12Ti,TiOP,rot-EthynPhDA,DMP,TMP,DMP,3.924544351482723
C69H48N4O9Ti,TiOP,rot-EthynTPhEPhA,DMP,DMP,DMP,3.4134465771211353
C56H37N5O5Ti,TiOP,rot-EthynPhDA,Ph,DTA,Ph,3.772335934524108
C86H60N8O5STi,TiOP,rot-EthenThPCyanoAcryl,TPA,MOTPA,TPA,2.9403866230118183
C86H60N6O8Ti,TiOP,rot-EthynPhEPhA,MOTPA,EthynPhM,MOTPA,3.024744127341819
C74H52N6O4Ti,TiOP,rot-EthynPhEPhA,DTA,EthynPhM,DTA,3.188093507738131
C62H50N6O9STi,TiOP,rot-EthenThPCyanoAcryl,TMP,DTA,TMP,3.365142997076532
C54H40N4O11Ti,TiOP,rot-EthynPhDA,TMP,Ph,TMP,3.894569061255993
C60H37N5O5Ti,TiOP,rot-EthynPhDA,Ph,TPA,Ph,3.779400674784142
C60H52N4O9Ti,TiOP,rot-EthynPhDA,DMP,DTBP,DMP,4.085208200150873
C70H46N4O8Ti,TiOP,rot-EthynTPhEPhA,DMP,EthynPhM,DMP,3.3684174679112857
C74H56N6O6Ti,TiOP,rot-EthynPhEPhA,DTA,TMP,DTA,3.244744114698051
C77H39F10N5O5Ti,TiOP,rot-EthynTPhEPhA,FPh,MOTPA,FPh,3.06814727110077
C71H51N5O7Ti,TiOP,rot-EthynDPhEPhA,DMP,DTA,DMP,3.403852943797915
C48H18F10N4O5Ti,TiOP,rot-EthynPhDA,FPh,Ph,FPh,4.4552438856495655
C62H41N5O7Ti,TiOP,rot-EthynPhDA,Ph,MOTPA,Ph,3.5927700974555137
C57H46N4O14Ti,TiOP,rot-EthynPhDA,TMP,TMP,TMP,3.7707710085201143
C91H59N7O3Ti,TiOP,rot-EthynPhEPhA,TPA,TPA,TPA,3.192987169429216
C91H74N6O7Ti,TiOP,rot-EthynPhEPhA,MOTPA,DTBP,MOTPA,3.0849709055669337
C56H44N4O13Ti,TiOP,rot-EthynPhDA,TMP,DMP,TMP,3.834038178414744
C54H35F5N4O11Ti,TiOP,rot-EthynPhDA,TMP,FPh,TMP,3.839825925779678
C45H26N4O4Ti,TiOP,rot-EthynFuA,Ph,Ph,Ph,4.338010957238566
C91H77N5O3Ti,TiOP,rot-EthynTPhEPhA,DTBP,TPA,DTBP,3.1806042521125164
C85H62N6O9Ti,TiOP,rot-EthynPhEPhA,MOTPA,DMP,MOTPA,3.0742066209763834
C51H20F10N4O6Ti,TiOP,rot-EthynPhDA,FPh,EthynPhM,FPh,4.143720472680116
C86H64N6O10Ti,TiOP,rot-EthynPhEPhA,MOTPA,TMP,MOTPA,3.0815290445884784
C57H42N4O12Ti,TiOP,rot-EthynPhDA,TMP,EthynPhM,TMP,3.7560262280401275
C48H32N4O7Ti,TiOP,rot-EthynFuA,Ph,TMP,Ph,4.046577967925714
C64H45N5O9Ti,TiOP,rot-EthynPhDA,DMP,TPA,DMP,3.696502619025182
C95H67N7O7Ti,TiOP,rot-EthynPhEPhA,MOTPA,TPA,MOTPA,2.9845206178847548
C87H59N7O3Ti,TiOP,rot-EthynPhEPhA,TPA,DTA,TPA,3.1292220023740356
C83H53F5N6O7Ti,TiOP,rot-EthynPhEPhA,MOTPA,FPh,MOTPA,3.0247021069900484
C45H21F5N4O4Ti,TiOP,rot-EthynFuA,Ph,FPh,Ph,4.336190393074389
C50H22F10N4O7Ti,TiOP,rot-EthynPhDA,FPh,DMP,FPh,4.205586663471195
C79H54N6O3Ti,TiOP,rot-EthynTPhEPhA,DTA,Ph,DTA,3.0041802008659033
C48H28N4O5Ti,TiOP,rot-EthynFuA,Ph,EthynPhM,Ph,4.079637865848326
C60H45N5O9Ti,TiOP,rot-EthynPhDA,DMP,DTA,DMP,3.6643919483597074
C56H34F10N4O5Ti,TiOP,rot-EthynPhDA,FPh,DTBP,FPh,4.36015706622436
C62H56N4O11Ti,TiOP,rot-EthynPhDA,TMP,DTBP,TMP,3.8670177841675013
C51H24F10N4O8Ti,TiOP,rot-EthynPhDA,FPh,TMP,FPh,4.039195098307232
C71H45N5O3Ti,TiOP,rot-EthynTPhEPhA,Ph,DTA,Ph,3.1864597769184684
C52H40N4O11Ti,TiOP,rot-EthynFuA,DMP,TMP,DMP,3.941269015044554
C67H62N4O6Ti,TiOP,rot-EthynPhDA,DTBP,EthynPhM,DTBP,4.022331186538736
C47H30N4O6Ti,TiOP,rot-EthynFuA,Ph,DMP,Ph,4.167138828350403
C64H55F5N4O5Ti,TiOP,rot-EthynPhDA,DTBP,FPh,DTBP,4.272164482561266
C53H42N4O4Ti,TiOP,rot-EthynFuA,Ph,DTBP,Ph,4.258586533215407
C64H60N4O5Ti,TiOP,rot-EthynPhDA,DTBP,Ph,DTBP,4.272735776758623
C66H49N5O11Ti,TiOP,rot-EthynPhDA,DMP,MOTPA,DMP,3.547321417796411
C72H76N4O5Ti,TiOP,rot-EthynPhDA,DTBP,DTBP,DTBP,4.233952473485488
C49H34N4O8Ti,TiOP,rot-EthynFuA,DMP,Ph,DMP,4.099104147479466
C66H64N4O7Ti,TiOP,rot-EthynPhDA,DTBP,DMP,DTBP,4.13390288777498
C49H29F5N4O8Ti,TiOP,rot-EthynFuA,DMP,FPh,DMP,4.058221689851962
C51H38N4O10Ti,TiOP,rot-EthynFuA,DMP,DMP,DMP,4.02148653931647
C81H57N5O9Ti,TiOP,rot-EthynTPhEPhA,DMP,MOTPA,DMP,3.0985105687504984
C67H66N4O8Ti,TiOP,rot-EthynPhDA,DTBP,TMP,DTBP,3.999125353052591
C75H49N7O4STi,TiOP,rot-EthenThPCyanoAcryl,TPA,EthynPhM,TPA,3.1827192412914656
C69H48N8O3STi,TiOP,rot-EthynBTDPhA,DTA,Ph,DTA,3.1780156811958022
C83H59N7O3Ti,TiOP,rot-EthynPhEPhA,DTA,TPA,DTA,3.119841338502283
C52H36N4O9Ti,TiOP,rot-EthynFuA,DMP,EthynPhM,DMP,3.922098622640874
C51H38N4O10Ti,TiOP,rot-EthynFuA,TMP,Ph,TMP,3.9156166597899755
C62H49N5O11Ti,TiOP,rot-EthynPhDA,TMP,DTA,TMP,3.6777764817239813
C80H56N8O3STi,TiOP,rot-EthenThPCyanoAcryl,TPA,DTA,TPA,3.0302683421186885
C81H58N6O5Ti,TiOP,rot-EthynTPhEPhA,DTA,DMP,DTA,2.9956166726937
C97H71N7O9Ti,TiOP,rot-EthynPhEPhA,MOTPA,MOTPA,MOTPA,2.9180706888257646
C60H27F10N5O5Ti,TiOP,rot-EthynPhDA,FPh,TPA,FPh,3.7448656327068193
C53H42N4O12Ti,TiOP,rot-EthynFuA,TMP,DMP,TMP,3.868189251836384
C57H35N5O4Ti,TiOP,rot-EthynFuA,Ph,TPA,Ph,3.774234000796696
C57H50N4O8Ti,TiOP,rot-EthynFuA,DMP,DTBP,DMP,4.068697465785931
C54H44N4O13Ti,TiOP,rot-EthynFuA,TMP,TMP,TMP,3.8164579534989116
C79H53N5O7Ti,TiOP,rot-EthynTPhEPhA,DMP,TPA,DMP,3.206673225274926
C93H63N7O5Ti,TiOP,rot-EthynPhEPhA,TPA,MOTPA,TPA,3.0889608772811243
C79H49F5N6O3Ti,TiOP,rot-EthynTPhEPhA,DTA,FPh,DTA,2.9740049473602994
C51H33F5N4O10Ti,TiOP,rot-EthynFuA,TMP,FPh,TMP,3.8585079369112236
C53H35N5O4Ti,TiOP,rot-EthynFuA,Ph,DTA,Ph,3.810949546465281
C70H50N4O10Ti,TiOP,rot-EthynTPhEPhA,DMP,TMP,DMP,3.3523573406594096
C91H67N7O7Ti,TiOP,rot-EthynPhEPhA,MOTPA,DTA,MOTPA,2.888890536103645
C75H53N7O6STi,TiOP,rot-EthenThPCyanoAcryl,TPA,TMP,TPA,3.250823578641757
C66H49N5O11Ti,TiOP,rot-EthynPhDA,TMP,TPA,TMP,3.695157030840278
C59H39N5O6Ti,TiOP,rot-EthynFuA,Ph,MOTPA,Ph,3.6104042922405597
C45H16F10N4O4Ti,TiOP,rot-EthynFuA,FPh,Ph,FPh,4.379651772171542
C61H58N4O4Ti,TiOP,rot-EthynFuA,DTBP,Ph,DTBP,4.222358288854821
C87H70N6O3Ti,TiOP,rot-EthynTPhEPhA,DTA,DTBP,DTA,3.0033359991198267
C62H31F10N5O7Ti,TiOP,rot-EthynPhDA,FPh,MOTPA,FPh,3.5348468823144685
C48H22F10N4O7Ti,TiOP,rot-EthynFuA,FPh,TMP,FPh,4.014932241533643
C61H43N5O8Ti,TiOP,rot-EthynFuA,DMP,TPA,DMP,3.7130315427597225
C54H40N4O11Ti,TiOP,rot-EthynFuA,TMP,EthynPhM,TMP,3.7672574549021647
C47H20F10N4O6Ti,TiOP,rot-EthynFuA,FPh,DMP,FPh,4.160099904679782
C68H53N5O13Ti,TiOP,rot-EthynPhDA,TMP,MOTPA,TMP,3.538775940003802
C72H69N5O5Ti,TiOP,rot-EthynPhDA,DTBP,DTA,DTBP,3.725573341673453
C76H56N8O3STi,TiOP,rot-EthenThPCyanoAcryl,DTA,TPA,DTA,2.997570648459032
C76H69N5O5Ti,TiOP,rot-EthynPhDA,DTBP,TPA,DTBP,3.736887291502967
C74H50N6O7Ti,TiOP,rot-EthynPhDA,TPA,DMP,TPA,3.5296500204455015
C87H63N7O3Ti,TiOP,rot-EthynTPhEPhA,DTA,DTA,DTA,2.853366094006333
C45H11F15N4O4Ti,TiOP,rot-EthynFuA,FPh,FPh,FPh,4.366923467475203
C93H81N5O5Ti,TiOP,rot-EthynTPhEPhA,DTBP,MOTPA,DTBP,3.063479872136213
C57H43N5O8Ti,TiOP,rot-EthynFuA,DMP,DTA,DMP,3.6910310016427275
C63H62N4O6Ti,TiOP,rot-EthynFuA,DTBP,DMP,DTBP,4.108991774153651
C59H54N4O10Ti,TiOP,rot-EthynFuA,TMP,DTBP,TMP,3.886157514544493
C63H47N5O10Ti,TiOP,rot-EthynFuA,DMP,MOTPA,DMP,3.5690937793056037
C61H53F5N4O4Ti,TiOP,rot-EthynFuA,DTBP,FPh,DTBP,4.216283780272192
C48H27N5O3STi,TiOP,rot-EthynThPCyanoAcryl,Ph,Ph,Ph,3.9669205223972313
C75H48N6O6Ti,TiOP,rot-EthynPhDA,TPA,EthynPhM,TPA,3.414904495329324
C64H60N4O5Ti,TiOP,rot-EthynFuA,DTBP,EthynPhM,DTBP,3.989740786636048
C53H32F10N4O4Ti,TiOP,rot-EthynFuA,FPh,DTBP,FPh,4.28996504679867
C72H46N6O5Ti,TiOP,rot-EthynPhDA,TPA,Ph,TPA,3.524766840913685
C69H74N4O4Ti,TiOP,rot-EthynFuA,DTBP,DTBP,DTBP,4.193867594922949
C87H49F5N6O3Ti,TiOP,rot-EthynTPhEPhA,TPA,FPh,TPA,3.0658294583366796
C78H60N8O5STi,TiOP,rot-EthenThPCyanoAcryl,DTA,MOTPA,DTA,2.8471926316402687
C91H63N7O3Ti,TiOP,rot-EthynTPhEPhA,DTA,TPA,DTA,2.903357678919747
C72H41F5N6O5Ti,TiOP,rot-EthynPhDA,TPA,FPh,TPA,3.4440661576652474
C48H22F5N5O3STi,TiOP,rot-EthynThPCyanoAcryl,Ph,FPh,Ph,3.9787655381248896
C64H64N4O7Ti,TiOP,rot-EthynFuA,DTBP,TMP,DTBP,3.9927407358611617
C82H60N6O6Ti,TiOP,rot-EthynTPhEPhA,DTA,TMP,DTA,3.0120919450150723
C64H41F5N6O5Ti,TiOP,rot-EthynPhDA,DTA,FPh,DTA,3.3283323831367397
C84H55N7O5Ti,TiOP,rot-EthynPhDA,TPA,TPA,TPA,3.329967554680934
C66H50N6O7Ti,TiOP,rot-EthynPhDA,DTA,DMP,DTA,3.383504334828899
C87H55F5N6O7Ti,TiOP,rot-EthynDPhEPhA,MOTPA,FPh,MOTPA,2.9284965997796917
C90H68N8O9STi,TiOP,rot-EthenThPCyanoAcryl,MOTPA,MOTPA,MOTPA,2.7330738668738377
C56H43N5O3STi,TiOP,rot-EthynThPCyanoAcryl,Ph,DTBP,Ph,3.8915323949746607
C51H33N5O6STi,TiOP,rot-EthynThPCyanoAcryl,Ph,TMP,Ph,3.6719744005296207
C72H55N7O5Ti,TiOP,rot-EthynPhDA,DTA,DTA,DTA,3.174267097520783
C50H31N5O5STi,TiOP,rot-EthynThPCyanoAcryl,Ph,DMP,Ph,3.7979243881740103
C82H56N6O4Ti,TiOP,rot-EthynTPhEPhA,DTA,EthynPhM,DTA,2.9667072758256836
C67H52N6O8Ti,TiOP,rot-EthynPhDA,DTA,TMP,DTA,3.3884204975636294
C78H73N5O7Ti,TiOP,rot-EthynPhDA,DTBP,MOTPA,DTBP,3.5761423748265315
C52H35N5O7STi,TiOP,rot-EthynThPCyanoAcryl,DMP,Ph,DMP,3.745367499223107
C54H39N5O9STi,TiOP,rot-EthynThPCyanoAcryl,DMP,DMP,DMP,3.6698813256556377
C67H48N6O6Ti,TiOP,rot-EthynPhDA,DTA,EthynPhM,DTA,3.3222349059789167
C59H47N5O10Ti,TiOP,rot-EthynFuA,TMP,DTA,TMP,3.705851415930738
C90H60N6O6Ti,TiOP,rot-EthynTPhEPhA,TPA,TMP,TPA,3.088979325416858
C72H62N6O5Ti,TiOP,rot-EthynPhDA,DTA,DTBP,DTA,3.3923609841707503
C79H59N7O3Ti,TiOP,rot-EthynPhEPhA,DTA,DTA,DTA,3.051245896056912
C57H25F10N5O4Ti,TiOP,rot-EthynFuA,FPh,TPA,FPh,3.722750211848961
C93H67N7O5Ti,TiOP,rot-EthynTPhEPhA,DTA,MOTPA,DTA,2.7787229321827454
C63H47N5O10Ti,TiOP,rot-EthynFuA,TMP,TPA,TMP,3.721740291665128
C52H30F5N5O7STi,TiOP,rot-EthynThPCyanoAcryl,DMP,FPh,DMP,3.7267429217374684
C80H62N6O5Ti,TiOP,rot-EthynPhDA,TPA,DTBP,TPA,3.500729373206582
C55H41N5O10STi,TiOP,rot-EthynThPCyanoAcryl,DMP,TMP,DMP,3.5778803686880565
C59H29F10N5O6Ti,TiOP,rot-EthynFuA,FPh,MOTPA,FPh,3.5511269795889575
C55H37N5O8STi,TiOP,rot-EthynThPCyanoAcryl,DMP,EthynPhM,DMP,3.604326122111047
C75H52N6O8Ti,TiOP,rot-EthynPhDA,TPA,TMP,TPA,3.4780444099368424
C72H46N6O5Ti,TiOP,rot-EthynFuA,TPA,EthynPhM,TPA,3.468709097235319
C69H67N5O4Ti,TiOP,rot-EthynFuA,DTBP,DTA,DTBP,3.7369810827175343
C53H25F10N5O4Ti,TiOP,rot-EthynFuA,FPh,DTA,FPh,3.690397598003642
C73H67N5O4Ti,TiOP,rot-EthynFuA,DTBP,TPA,DTBP,3.730898877644563
C79H61N7O10STi,TiOP,rot-EthenThPCyanoAcryl,MOTPA,TMP,MOTPA,2.8779082945468417
C76H54N6O9Ti,TiOP,rot-EthynPhDA,MOTPA,Ph,MOTPA,3.1358077405582208
C78H58N6O11Ti,TiOP,rot-EthynPhDA,MOTPA,DMP,MOTPA,3.1582987089067274
C69H44N6O4Ti,TiOP,rot-EthynFuA,TPA,Ph,TPA,3.585578627846303
C60H51N5O7STi,TiOP,rot-EthynThPCyanoAcryl,DMP,DTBP,DMP,3.717301263693116
C99H63N7O3Ti,TiOP,rot-EthynTPhEPhA,TPA,TPA,TPA,2.971574520537615
C76H55N7O5Ti,TiOP,rot-EthynPhDA,DTA,TPA,DTA,3.2145692471627854
